MatchID,RecTeam_Score,PullTeam_Score,RecTeam_Win_Prob,PullTeam_Win_Prob,RecTeam_Avg_Score,PullTeam_Avg_Score,RecTeam_RecToStartGame,SecondHalf,Time_StartofSim,Time_UntilCap,CapOn,OLE_Rate
0-10-75-1,0,10,0.001636,0.998364,5.005436,15.00172,1,1,10,75,0,0.63
1-10-75-1,1,10,0.003456,0.996544,5.999376,15.002864,1,1,10,75,0,0.63
2-10-75-1,2,10,0.006972,0.993028,7.006512,15.005024,1,1,10,75,0,0.63
3-10-75-1,3,10,0.01406,0.98594,8.01304,15.008744,1,1,10,75,0,0.63
4-10-75-1,4,10,0.025924,0.974076,9.028636,15.01444,1,1,10,75,0,0.63
5-10-75-1,5,10,0.048796,0.951204,10.041292,15.018508,1,1,10,75,0,0.63
6-10-75-1,6,10,0.087296,0.912704,11.048596,15.0138,1,1,10,75,0,0.63
7-10-75-1,7,10,0.1498,0.8502,12.045204,14.985288,1,1,10,75,0,0.63
8-10-75-1,8,10,0.244712,0.755288,13.0001,14.902576,1,1,10,75,0,0.63
9-10-75-1,9,10,0.373752,0.626248,13.852824,14.702376,1,1,10,75,0,0.63
10-10-75-1,10,10,0.537252,0.462748,14.536128,14.30978,1,1,10,75,0,0.63
11-10-75-1,11,10,0.708916,0.291084,14.953372,13.654144,1,1,10,75,0,0.63
12-10-75-1,12,10,0.853932,0.146068,15.091764,12.740444,1,1,10,75,0,0.63
13-10-75-1,13,10,0.951016,0.048984,15.07046,11.678988,1,1,10,75,0,0.63
14-10-75-1,14,10,0.991804,0.008196,15.017928,10.609936,1,1,10,75,0,0.63
0-11-75-1,0,11,0.001,0.999,0,0,1,1,10,75,0,0.63
1-11-75-1,1,11,0.000888,0.999112,5.004812,15.001232,1,1,10,75,0,0.63
2-11-75-1,2,11,0.002052,0.997948,6.003008,15.00238,1,1,10,75,0,0.63
3-11-75-1,3,11,0.004352,0.995648,7.007664,15.005092,1,1,10,75,0,0.63
4-11-75-1,4,11,0.009344,0.990656,8.013872,15.008664,1,1,10,75,0,0.63
5-11-75-1,5,11,0.018828,0.981172,9.02346,15.014968,1,1,10,75,0,0.63
6-11-75-1,6,11,0.036968,0.963032,10.041748,15.026384,1,1,10,75,0,0.63
7-11-75-1,7,11,0.069228,0.930772,11.065624,15.038076,1,1,10,75,0,0.63
8-11-75-1,8,11,0.127908,0.872092,12.087056,15.039064,1,1,10,75,0,0.63
9-11-75-1,9,11,0.221172,0.778828,13.081608,14.995912,1,1,10,75,0,0.63
10-11-75-1,10,11,0.3591,0.6409,13.987312,14.850788,1,1,10,75,0,0.63
11-11-75-1,11,11,0.539488,0.460512,14.700444,14.48282,1,1,10,75,0,0.63
12-11-75-1,12,11,0.734396,0.265604,15.08652,13.78106,1,1,10,75,0,0.63
13-11-75-1,13,11,0.891124,0.108876,15.138616,12.77252,1,1,10,75,0,0.63
14-11-75-1,14,11,0.97728,0.02272,15.048352,11.647896,1,1,10,75,0,0.63
0-12-75-1,0,12,0.001,0.999,0,0,1,1,10,75,0,0.63
1-12-75-1,1,12,0.001,0.999,0,0,1,1,10,75,0,0.63
2-12-75-1,2,12,0.000444,0.999556,5.004008,15.000616,1,1,10,75,0,0.63
3-12-75-1,3,12,0.001024,0.998976,6.007524,15.00138,1,1,10,75,0,0.63
4-12-75-1,4,12,0.002332,0.997668,7.004688,15.003744,1,1,10,75,0,0.63
5-12-75-1,5,12,0.005456,0.994544,8.014052,15.00748,1,1,10,75,0,0.63
6-12-75-1,6,12,0.011856,0.988144,9.02568,15.014916,1,1,10,75,0,0.63
7-12-75-1,7,12,0.02536,0.97464,10.040144,15.027192,1,1,10,75,0,0.63
8-12-75-1,8,12,0.0517,0.9483,11.069568,15.04946,1,1,10,75,0,0.63
9-12-75-1,9,12,0.104384,0.895616,12.125888,15.077272,1,1,10,75,0,0.63
10-12-75-1,10,12,0.194868,0.805132,13.166628,15.089752,1,1,10,75,0,0.63
11-12-75-1,11,12,0.34364,0.65636,14.161676,15.018164,1,1,10,75,0,0.63
12-12-75-1,12,12,0.548952,0.451048,14.932864,14.701972,1,1,10,75,0,0.63
13-12-75-1,13,12,0.772128,0.227872,15.235032,13.915232,1,1,10,75,0,0.63
14-12-75-1,14,12,0.939248,0.060752,15.129956,12.744496,1,1,10,75,0,0.63
0-13-75-1,0,13,0.001,0.999,0,0,1,1,10,75,0,0.63
1-13-75-1,1,13,0.001,0.999,0,0,1,1,10,75,0,0.63
2-13-75-1,2,13,0.001,0.999,0,0,1,1,10,75,0,0.63
3-13-75-1,3,13,0.00016,0.99984,5.00358,15.000308,1,1,10,75,0,0.63
4-13-75-1,4,13,0.000408,0.999592,6.004556,15.000772,1,1,10,75,0,0.63
5-13-75-1,5,13,0.001068,0.998932,7.002784,15.001716,1,1,10,75,0,0.63
6-13-75-1,6,13,0.002528,0.997472,8.00538,15.004668,1,1,10,75,0,0.63
7-13-75-1,7,13,0.00584,0.99416,9.010308,15.00984,1,1,10,75,0,0.63
8-13-75-1,8,13,0.014228,0.985772,10.028916,15.02218,1,1,10,75,0,0.63
9-13-75-1,9,13,0.033,0.967,11.066292,15.048788,1,1,10,75,0,0.63
10-13-75-1,10,13,0.074,0.926,12.1313,15.099844,1,1,10,75,0,0.63
11-13-75-1,11,13,0.158512,0.841488,13.250352,15.180164,1,1,10,75,0,0.63
12-13-75-1,12,13,0.315968,0.684032,14.378456,15.249412,1,1,10,75,0,0.63
13-13-75-1,13,13,0.557084,0.442916,15.264568,15.037216,1,1,10,75,0,0.63
14-13-75-1,14,13,0.838396,0.161604,15.34834,13.997928,1,1,10,75,0,0.63
0-14-75-1,0,14,0.001,0.999,0,0,1,1,10,75,0,0.63
1-14-75-1,1,14,0.001,0.999,0,0,1,1,10,75,0,0.63
2-14-75-1,2,14,0.001,0.999,0,0,1,1,10,75,0,0.63
3-14-75-1,3,14,0.001,0.999,0,0,1,1,10,75,0,0.63
4-14-75-1,4,14,4.80E-05,0.999952,4.999688,15.00006,1,1,10,75,0,0.63
5-14-75-1,5,14,7.20E-05,0.999928,5.999712,15.000264,1,1,10,75,0,0.63
6-14-75-1,6,14,0.000236,0.999764,6.999724,15.000568,1,1,10,75,0,0.63
7-14-75-1,7,14,0.000664,0.999336,8.001052,15.0016,1,1,10,75,0,0.63
8-14-75-1,8,14,0.0019,0.9981,9.006232,15.00414,1,1,10,75,0,0.63
9-14-75-1,9,14,0.005452,0.994548,10.015504,15.010932,1,1,10,75,0,0.63
10-14-75-1,10,14,0.013704,0.986296,11.034344,15.02992,1,1,10,75,0,0.63
11-14-75-1,11,14,0.037852,0.962148,12.09646,15.081328,1,1,10,75,0,0.63
12-14-75-1,12,14,0.103736,0.896264,13.266776,15.220172,1,1,10,75,0,0.63
13-14-75-1,13,14,0.277332,0.722668,14.708476,15.594544,1,1,10,75,0,0.63
14-14-75-1,14,14,0.559388,0.440612,15.943636,15.712492,1,1,10,75,0,0.63
14-15-75-1,14,15,0.27098,0.72902,15.381984,16.271704,1,1,10,75,0,0.63
15-14-75-1,15,14,0.841612,0.158388,16.160408,14.8121,1,1,10,75,0,0.63
15-15-75-1,15,15,0.569264,0.430736,16.431864,16.197004,1,1,10,75,0,0.63
0-1-75-0,0,1,0.434864,0.565136,11.371608,12.035112,0,0,10,75,0,0.63
1-1-75-0,1,1,0.544136,0.455864,12.309444,11.864388,0,0,10,75,0,0.63
2-1-75-0,2,1,0.650248,0.349752,13.155036,11.604776,0,0,10,75,0,0.63
3-1-75-0,3,1,0.747916,0.252084,13.849988,11.20534,0,0,10,75,0,0.63
4-1-75-0,4,1,0.830508,0.169492,14.3685,10.6519,0,0,10,75,0,0.63
5-1-75-0,5,1,0.895676,0.104324,14.700256,9.924224,0,0,10,75,0,0.63
6-1-75-0,6,1,0.940316,0.059684,14.881864,9.087092,0,0,10,75,0,0.63
7-1-75-0,7,1,0.968804,0.031196,14.964188,8.153416,0,0,10,75,0,0.63
0-2-75-0,0,2,0.330076,0.669924,11.15662,12.913516,0,0,10,75,0,0.63
1-2-75-0,1,2,0.434872,0.565128,12.09812,12.754408,0,0,10,75,0,0.63
2-2-75-0,2,2,0.544388,0.455612,12.954308,12.513856,0,0,10,75,0,0.63
3-2-75-0,3,2,0.653396,0.346604,13.676348,12.131004,0,0,10,75,0,0.63
4-2-75-0,4,2,0.755844,0.244156,14.248168,11.587392,0,0,10,75,0,0.63
5-2-75-0,5,2,0.838868,0.161132,14.62706,10.894236,0,0,10,75,0,0.63
6-2-75-0,6,2,0.90276,0.09724,14.845748,10.07326,0,0,10,75,0,0.63
7-2-75-0,7,2,0.94868,0.05132,14.955488,9.144124,0,0,10,75,0,0.63
0-3-75-0,0,3,0.235304,0.764696,10.816344,13.669464,0,0,10,75,0,0.63
1-3-75-0,1,3,0.326484,0.673516,11.764164,13.533572,0,0,10,75,0,0.63
2-3-75-0,2,3,0.432216,0.567784,12.642152,13.30656,0,0,10,75,0,0.63
3-3-75-0,3,3,0.545152,0.454848,13.415924,12.9729,0,0,10,75,0,0.63
4-3-75-0,4,3,0.659316,0.340684,14.046576,12.488444,0,0,10,75,0,0.63
5-3-75-0,5,3,0.76456,0.23544,14.501296,11.828836,0,0,10,75,0,0.63
6-3-75-0,6,3,0.850124,0.149876,14.784344,11.044464,0,0,10,75,0,0.63
7-3-75-0,7,3,0.913876,0.086124,14.930392,10.148072,0,0,10,75,0,0.63
0-4-75-0,0,4,0.159032,0.840968,10.331548,14.236884,0,0,10,75,0,0.63
1-4-75-0,1,4,0.229316,0.770684,11.277424,14.144308,0,0,10,75,0,0.63
2-4-75-0,2,4,0.32288,0.67712,12.191668,13.966136,0,0,10,75,0,0.63
3-4-75-0,3,4,0.428316,0.571684,13.006912,13.697172,0,0,10,75,0,0.63
4-4-75-0,4,4,0.54844,0.45156,13.73186,13.279664,0,0,10,75,0,0.63
5-4-75-0,5,4,0.668556,0.331444,14.289844,12.7017,0,0,10,75,0,0.63
6-4-75-0,6,4,0.776832,0.223168,14.6713,11.974492,0,0,10,75,0,0.63
7-4-75-0,7,4,0.864624,0.135376,14.884,11.125524,0,0,10,75,0,0.63
0-5-75-0,0,5,0.099736,0.900264,9.687612,14.621896,0,0,10,75,0,0.63
1-5-75-0,1,5,0.15074,0.84926,10.63924,14.561484,0,0,10,75,0,0.63
2-5-75-0,2,5,0.223472,0.776528,11.576048,14.44338,0,0,10,75,0,0.63
3-5-75-0,3,5,0.314272,0.685728,12.458252,14.261256,0,0,10,75,0,0.63
4-5-75-0,4,5,0.426656,0.573344,13.269316,13.947768,0,0,10,75,0,0.63
5-5-75-0,5,5,0.549964,0.450036,13.94202,13.490668,0,0,10,75,0,0.63
6-5-75-0,6,5,0.677596,0.322404,14.452916,12.858812,0,0,10,75,0,0.63
7-5-75-0,7,5,0.791448,0.208552,14.78484,12.061268,0,0,10,75,0,0.63
0-6-75-0,0,6,0.056192,0.943808,8.859096,14.842124,0,0,10,75,0,0.63
1-6-75-0,1,6,0.091596,0.908404,9.850436,14.808924,0,0,10,75,0,0.63
2-6-75-0,2,6,0.142916,0.857084,10.821952,14.75052,0,0,10,75,0,0.63
3-6-75-0,3,6,0.212696,0.787304,11.768204,14.647424,0,0,10,75,0,0.63
4-6-75-0,4,6,0.304344,0.695656,12.631892,14.454032,0,0,10,75,0,0.63
5-6-75-0,5,6,0.420212,0.579788,13.436632,14.138332,0,0,10,75,0,0.63
6-6-75-0,6,6,0.555156,0.444844,14.09852,13.632384,0,0,10,75,0,0.63
7-6-75-0,7,6,0.692492,0.307508,14.59016,12.950976,0,0,10,75,0,0.63
0-7-75-0,0,7,0.028912,0.971088,7.961916,14.948372,0,0,10,75,0,0.63
1-7-75-0,1,7,0.050116,0.949884,8.96576,14.935336,0,0,10,75,0,0.63
2-7-75-0,2,7,0.082016,0.917984,9.953972,14.912084,0,0,10,75,0,0.63
3-7-75-0,3,7,0.13068,0.86932,10.930872,14.867764,0,0,10,75,0,0.63
4-7-75-0,4,7,0.19868,0.80132,11.878528,14.777228,0,0,10,75,0,0.63
5-7-75-0,5,7,0.29252,0.70748,12.758064,14.603712,0,0,10,75,0,0.63
6-7-75-0,6,7,0.411748,0.588252,13.557064,14.289436,0,0,10,75,0,0.63
7-7-75-0,7,7,0.560856,0.439144,14.239044,13.756972,0,0,10,75,0,0.63
0-0-70-1,0,0,0.503496,0.496504,10.7177,10.70106,1,0,15,70,0,0.63
8-0-70-1,8,0,0.989884,0.010116,14.995352,6.585948,1,1,15,70,0,0.63
9-0-70-1,9,0,0.996144,0.003856,15.001024,5.589616,1,1,15,70,0,0.63
10-0-70-1,10,0,0.998852,0.001148,15.001088,4.59034,1,1,15,70,0,0.63
11-0-70-1,11,0,0.999,0.001,0,0,1,1,15,70,0,0.63
12-0-70-1,12,0,0.999,0.001,0,0,1,1,15,70,0,0.63
13-0-70-1,13,0,0.999,0.001,0,0,1,1,15,70,0,0.63
14-0-70-1,14,0,0.999,0.001,0,0,1,1,15,70,0,0.63
0-1-70-1,0,1,0.391428,0.608572,10.584776,11.68284,1,0,15,70,0,0.63
1-1-70-1,1,1,0.502756,0.497244,11.56662,11.55778,1,0,15,70,0,0.63
2-1-70-1,2,1,0.615228,0.384772,12.5086,11.385652,1,0,15,70,0,0.63
3-1-70-1,3,1,0.716916,0.283084,13.33722,11.12836,1,0,15,70,0,0.63
4-1-70-1,4,1,0.80572,0.19428,14.011644,10.720732,1,0,15,70,0,0.63
5-1-70-1,5,1,0.875604,0.124396,14.486168,10.141332,1,0,15,70,0,0.63
6-1-70-1,6,1,0.927512,0.072488,14.776504,9.396548,1,0,15,70,0,0.63
7-1-70-1,7,1,0.961128,0.038872,14.918928,8.52828,1,0,15,70,0,0.63
8-1-70-1,8,1,0.981624,0.018376,14.996452,7.587248,1,1,15,70,0,0.63
9-1-70-1,9,1,0.9927,0.0073,15.002296,6.58784,1,1,15,70,0,0.63
10-1-70-1,10,1,0.99756,0.00244,15.002116,5.582932,1,1,15,70,0,0.63
11-1-70-1,11,1,0.999336,0.000664,15.001024,4.591436,1,1,15,70,0,0.63
12-1-70-1,12,1,0.999,0.001,0,0,1,1,15,70,0,0.63
13-1-70-1,13,1,0.999,0.001,0,0,1,1,15,70,0,0.63
14-1-70-1,14,1,0.999,0.001,0,0,1,1,15,70,0,0.63
0-2-70-1,0,2,0.290268,0.709732,10.418412,12.604304,1,0,15,70,0,0.63
1-2-70-1,1,2,0.392468,0.607532,11.40438,12.486548,1,0,15,70,0,0.63
2-2-70-1,2,2,0.501492,0.498508,12.342752,12.329124,1,0,15,70,0,0.63
3-2-70-1,3,2,0.615292,0.384708,13.190604,12.068128,1,0,15,70,0,0.63
4-2-70-1,4,2,0.7217,0.2783,13.89618,11.663176,1,0,15,70,0,0.63
5-2-70-1,5,2,0.813144,0.186856,14.40856,11.090848,1,0,15,70,0,0.63
6-2-70-1,6,2,0.885388,0.114612,14.736684,10.373512,1,0,15,70,0,0.63
7-2-70-1,7,2,0.934796,0.065204,14.90238,9.523448,1,0,15,70,0,0.63
8-2-70-1,8,2,0.96724,0.03276,14.99588,8.599968,1,1,15,70,0,0.63
9-2-70-1,9,2,0.985756,0.014244,15.00444,7.596052,1,1,15,70,0,0.63
10-2-70-1,10,2,0.994824,0.005176,15.003776,6.596008,1,1,15,70,0,0.63
11-2-70-1,11,2,0.998492,0.001508,15.001432,5.600728,1,1,15,70,0,0.63
12-2-70-1,12,2,0.999716,0.000284,15.000376,4.588384,1,1,15,70,0,0.63
13-2-70-1,13,2,0.999,0.001,0,0,1,1,15,70,0,0.63
14-2-70-1,14,2,0.999,0.001,0,0,1,1,15,70,0,0.63
0-3-70-1,0,3,0.199272,0.800728,10.162884,13.431648,1,0,15,70,0,0.63
1-3-70-1,1,3,0.285772,0.714228,11.133448,13.333924,1,0,15,70,0,0.63
2-3-70-1,2,3,0.3892,0.6108,12.083928,13.176332,1,0,15,70,0,0.63
3-3-70-1,3,3,0.504264,0.495736,12.958752,12.926144,1,0,15,70,0,0.63
4-3-70-1,4,3,0.618876,0.381124,13.688636,12.558492,1,0,15,70,0,0.63
5-3-70-1,5,3,0.731184,0.268816,14.277728,12.014208,1,0,15,70,0,0.63
6-3-70-1,6,3,0.82336,0.17664,14.65728,11.333572,1,0,15,70,0,0.63
7-3-70-1,7,3,0.8951,0.1049,14.872804,10.494372,1,0,15,70,0,0.63
8-3-70-1,8,3,0.943248,0.056752,14.98948,9.607264,1,1,15,70,0,0.63
9-3-70-1,9,3,0.974112,0.025888,15.007692,8.609048,1,1,15,70,0,0.63
10-3-70-1,10,3,0.989948,0.010052,15.005976,7.599252,1,1,15,70,0,0.63
11-3-70-1,11,3,0.997052,0.002948,15.003584,6.589092,1,1,15,70,0,0.63
12-3-70-1,12,3,0.99928,0.00072,15.000944,5.593324,1,1,15,70,0,0.63
13-3-70-1,13,3,0.999888,0.000112,15.000156,4.584368,1,1,15,70,0,0.63
14-3-70-1,14,3,0.999,0.001,0,0,1,1,15,70,0,0.63
0-4-70-1,0,4,0.129652,0.870348,9.74924,14.085152,1,0,15,70,0,0.63
1-4-70-1,1,4,0.197584,0.802416,10.726872,14.001084,1,0,15,70,0,0.63
2-4-70-1,2,4,0.281288,0.718712,11.677528,13.882436,1,0,15,70,0,0.63
3-4-70-1,3,4,0.384592,0.615408,12.576128,13.682012,1,0,15,70,0,0.63
4-4-70-1,4,4,0.504216,0.495784,13.376752,13.35316,1,0,15,70,0,0.63
5-4-70-1,5,4,0.62334,0.37666,14.02594,12.888284,1,0,15,70,0,0.63
6-4-70-1,6,4,0.739204,0.260796,14.514224,12.257728,1,0,15,70,0,0.63
7-4-70-1,7,4,0.83554,0.16446,14.805196,11.470672,1,0,15,70,0,0.63
8-4-70-1,8,4,0.906456,0.093544,14.969484,10.597284,1,1,15,70,0,0.63
9-4-70-1,9,4,0.953416,0.046584,15.007284,9.613684,1,1,15,70,0,0.63
10-4-70-1,10,4,0.980476,0.019524,15.01084,8.609816,1,1,15,70,0,0.63
11-4-70-1,11,4,0.993568,0.006432,15.006416,7.587788,1,1,15,70,0,0.63
12-4-70-1,12,4,0.998304,0.001696,15.002224,6.594696,1,1,15,70,0,0.63
13-4-70-1,13,4,0.999736,0.000264,15.000456,5.588776,1,1,15,70,0,0.63
14-4-70-1,14,4,0.99998,2.00E-05,15.000052,4.586,1,1,15,70,0,0.63
0-5-70-1,0,5,0.079064,0.920936,9.169432,14.533512,1,0,15,70,0,0.63
1-5-70-1,1,5,0.124292,0.875708,10.133772,14.489952,1,0,15,70,0,0.63
2-5-70-1,2,5,0.189392,0.810608,11.11344,14.401484,1,0,15,70,0,0.63
3-5-70-1,3,5,0.274456,0.725544,12.039568,14.258664,1,0,15,70,0,0.63
4-5-70-1,4,5,0.379908,0.620092,12.903832,14.021064,1,0,15,70,0,0.63
5-5-70-1,5,5,0.503824,0.496176,13.66412,13.638408,1,0,15,70,0,0.63
6-5-70-1,6,5,0.631944,0.368056,14.263004,13.098104,1,0,15,70,0,0.63
7-5-70-1,7,5,0.752372,0.247628,14.679608,12.394536,1,0,15,70,0,0.63
8-5-70-1,8,5,0.849144,0.150856,14.91764,11.565356,1,1,15,70,0,0.63
9-5-70-1,9,5,0.919204,0.080796,14.997384,10.62054,1,1,15,70,0,0.63
10-5-70-1,10,5,0.963896,0.036104,15.018048,9.622524,1,1,15,70,0,0.63
11-5-70-1,11,5,0.986856,0.013144,15.012208,8.602488,1,1,15,70,0,0.63
12-5-70-1,12,5,0.99654,0.00346,15.004632,7.581676,1,1,15,70,0,0.63
13-5-70-1,13,5,0.999404,0.000596,15.001192,6.591384,1,1,15,70,0,0.63
14-5-70-1,14,5,0.999964,3.60E-05,15.0001,5.587032,1,1,15,70,0,0.63
0-6-70-1,0,6,0.043544,0.956456,8.400644,14.801664,1,0,15,70,0,0.63
1-6-70-1,1,6,0.07276,0.92724,9.391908,14.775208,1,0,15,70,0,0.63
2-6-70-1,2,6,0.117288,0.882712,10.372252,14.728572,1,0,15,70,0,0.63
3-6-70-1,3,6,0.179644,0.820356,11.344712,14.650012,1,0,15,70,0,0.63
4-6-70-1,4,6,0.2644,0.7356,12.272964,14.502544,1,0,15,70,0,0.63
5-6-70-1,5,6,0.372328,0.627672,13.118624,14.253564,1,0,15,70,0,0.63
6-6-70-1,6,6,0.503104,0.496896,13.861856,13.83762,1,0,15,70,0,0.63
7-6-70-1,7,6,0.646,0.354,14.447832,13.231476,1,0,15,70,0,0.63
8-6-70-1,8,6,0.76806,0.23194,14.813184,12.50392,1,1,15,70,0,0.63
9-6-70-1,9,6,0.865188,0.134812,14.965912,11.608544,1,1,15,70,0,0.63
10-6-70-1,10,6,0.933384,0.066616,15.01902,10.642396,1,1,15,70,0,0.63
11-6-70-1,11,6,0.973384,0.026616,15.021928,9.619256,1,1,15,70,0,0.63
12-6-70-1,12,6,0.992216,0.007784,15.010408,8.597764,1,1,15,70,0,0.63
13-6-70-1,13,6,0.998428,0.001572,15.003096,7.59638,1,1,15,70,0,0.63
14-6-70-1,14,6,0.999828,0.000172,15.000264,6.59024,1,1,15,70,0,0.63
0-7-70-1,0,7,0.021824,0.978176,7.522324,14.930204,1,0,15,70,0,0.63
1-7-70-1,1,7,0.038248,0.961752,8.524228,14.920564,1,0,15,70,0,0.63
2-7-70-1,2,7,0.065112,0.934888,9.518944,14.903396,1,0,15,70,0,0.63
3-7-70-1,3,7,0.1055,0.8945,10.496856,14.868568,1,0,15,70,0,0.63
4-7-70-1,4,7,0.164036,0.835964,11.46468,14.807288,1,0,15,70,0,0.63
5-7-70-1,5,7,0.249612,0.750388,12.401468,14.670516,1,0,15,70,0,0.63
6-7-70-1,6,7,0.359792,0.640208,13.245956,14.42326,1,0,15,70,0,0.63
7-7-70-1,7,7,0.506136,0.493864,14.026416,13.983816,1,0,15,70,0,0.63
8-7-70-1,8,7,0.662864,0.337136,14.609912,13.33114,1,1,15,70,0,0.63
9-7-70-1,9,7,0.785396,0.214604,14.884272,12.55664,1,1,15,70,0,0.63
10-7-70-1,10,7,0.883952,0.116048,15.00856,11.634588,1,1,15,70,0,0.63
11-7-70-1,11,7,0.948284,0.051716,15.031356,10.640552,1,1,15,70,0,0.63
12-7-70-1,12,7,0.983116,0.016884,15.0216,9.611708,1,1,15,70,0,0.63
13-7-70-1,13,7,0.996224,0.003776,15.006392,8.600644,1,1,15,70,0,0.63
14-7-70-1,14,7,0.99964,0.00036,15.000972,7.585808,1,1,15,70,0,0.63
0-8-70-1,0,8,0.013508,0.986492,7.01006,14.994412,1,1,15,70,0,0.63
1-8-70-1,1,8,0.024492,0.975508,8.002732,14.994236,1,1,15,70,0,0.63
2-8-70-1,2,8,0.042256,0.957744,9.01386,14.990244,1,1,15,70,0,0.63
3-8-70-1,3,8,0.071892,0.928108,10.010396,14.97888,1,1,15,70,0,0.63
4-8-70-1,4,8,0.11672,0.88328,10.981388,14.943516,1,1,15,70,0,0.63
5-8-70-1,5,8,0.184548,0.815452,11.955268,14.8717,1,1,15,70,0,0.63
6-8-70-1,6,8,0.274788,0.725212,12.833632,14.7289,1,1,15,70,0,0.63
7-8-70-1,7,8,0.393168,0.606832,13.627148,14.467,1,1,15,70,0,0.63
8-8-70-1,8,8,0.52974,0.47026,14.26708,14.049836,1,1,15,70,0,0.63
9-8-70-1,9,8,0.671856,0.328144,14.711868,13.440492,1,1,15,70,0,0.63
10-8-70-1,10,8,0.802764,0.197236,14.95756,12.627472,1,1,15,70,0,0.63
11-8-70-1,11,8,0.902808,0.097192,15.041208,11.6643,1,1,15,70,0,0.63
12-8-70-1,12,8,0.963844,0.036156,15.037088,10.6391,1,1,15,70,0,0.63
13-8-70-1,13,8,0.990948,0.009052,15.015344,9.609292,1,1,15,70,0,0.63
14-8-70-1,14,8,0.998784,0.001216,15.002392,8.5906,1,1,15,70,0,0.63
0-9-70-1,0,9,0.005168,0.994832,5.99832,15.000692,1,1,15,70,0,0.63
1-9-70-1,1,9,0.010136,0.989864,6.999868,15.00274,1,1,15,70,0,0.63
2-9-70-1,2,9,0.019108,0.980892,8.012132,15.003356,1,1,15,70,0,0.63
3-9-70-1,3,9,0.035364,0.964636,9.025124,15.004064,1,1,15,70,0,0.63
4-9-70-1,4,9,0.060136,0.939864,10.026656,15.003228,1,1,15,70,0,0.63
5-9-70-1,5,9,0.102768,0.897232,11.019832,14.9814,1,1,15,70,0,0.63
6-9-70-1,6,9,0.168792,0.831208,11.998404,14.930876,1,1,15,70,0,0.63
7-9-70-1,7,9,0.261552,0.738448,12.917624,14.809736,1,1,15,70,0,0.63
8-9-70-1,8,9,0.38754,0.61246,13.746088,14.576176,1,1,15,70,0,0.63
9-9-70-1,9,9,0.531756,0.468244,14.38686,14.174544,1,1,15,70,0,0.63
10-9-70-1,10,9,0.687448,0.312552,14.824924,13.543784,1,1,15,70,0,0.63
11-9-70-1,11,9,0.827212,0.172788,15.0323,12.690488,1,1,15,70,0,0.63
12-9-70-1,12,9,0.926132,0.073868,15.064936,11.67998,1,1,15,70,0,0.63
13-9-70-1,13,9,0.979016,0.020984,15.032764,10.626312,1,1,15,70,0,0.63
14-9-70-1,14,9,0.99702,0.00298,15.006476,9.594716,1,1,15,70,0,0.63
0-10-70-1,0,10,0.00162,0.99838,5.009096,15.001288,1,1,15,70,0,0.63
1-10-70-1,1,10,0.003584,0.996416,6.001656,15.002716,1,1,15,70,0,0.63
2-10-70-1,2,10,0.006924,0.993076,7.007228,15.004924,1,1,15,70,0,0.63
3-10-70-1,3,10,0.013696,0.986304,8.013588,15.008656,1,1,15,70,0,0.63
4-10-70-1,4,10,0.026632,0.973368,9.021632,15.013956,1,1,15,70,0,0.63
5-10-70-1,5,10,0.049148,0.950852,10.036308,15.01794,1,1,15,70,0,0.63
6-10-70-1,6,10,0.087644,0.912356,11.05806,15.01588,1,1,15,70,0,0.63
7-10-70-1,7,10,0.149548,0.850452,12.050348,14.989756,1,1,15,70,0,0.63
8-10-70-1,8,10,0.24298,0.75702,12.999732,14.905404,1,1,15,70,0,0.63
9-10-70-1,9,10,0.373452,0.626548,13.852392,14.701328,1,1,15,70,0,0.63
10-10-70-1,10,10,0.535916,0.464084,14.529168,14.30658,1,1,15,70,0,0.63
11-10-70-1,11,10,0.707516,0.292484,14.944632,13.650192,1,1,15,70,0,0.63
12-10-70-1,12,10,0.854516,0.145484,15.093,12.744312,1,1,15,70,0,0.63
13-10-70-1,13,10,0.950992,0.049008,15.070308,11.680748,1,1,15,70,0,0.63
14-10-70-1,14,10,0.991888,0.008112,15.018392,10.608656,1,1,15,70,0,0.63
0-11-70-1,0,11,0.001,0.999,0,0,1,1,15,70,0,0.63
1-11-70-1,1,11,0.000952,0.999048,4.993628,15.001008,1,1,15,70,0,0.63
2-11-70-1,2,11,0.00218,0.99782,5.998832,15.002256,1,1,15,70,0,0.63
3-11-70-1,3,11,0.00418,0.99582,7.001164,15.004732,1,1,15,70,0,0.63
4-11-70-1,4,11,0.00958,0.99042,8.01676,15.009048,1,1,15,70,0,0.63
5-11-70-1,5,11,0.018868,0.981132,9.022472,15.015832,1,1,15,70,0,0.63
6-11-70-1,6,11,0.03712,0.96288,10.038392,15.02568,1,1,15,70,0,0.63
7-11-70-1,7,11,0.069692,0.930308,11.063828,15.037496,1,1,15,70,0,0.63
8-11-70-1,8,11,0.128708,0.871292,12.090264,15.038084,1,1,15,70,0,0.63
9-11-70-1,9,11,0.224212,0.775788,13.08988,14.991484,1,1,15,70,0,0.63
10-11-70-1,10,11,0.360588,0.639412,13.99316,14.84668,1,1,15,70,0,0.63
11-11-70-1,11,11,0.538948,0.461052,14.699796,14.485328,1,1,15,70,0,0.63
12-11-70-1,12,11,0.733712,0.266288,15.087976,13.78424,1,1,15,70,0,0.63
