MatchID,RecTeam_Score,PullTeam_Score,RecTeam_Win_Prob,PullTeam_Win_Prob,RecTeam_Avg_Score,PullTeam_Avg_Score,RecTeam_RecToStartGame,firstHalf,Time_StartofSim,Time_UntilCap,CapOn,SimulationCount,OLE_Rate
0-1-70-1,0,1,0.373868,0.626132,10.587552,11.733092,1,0,15,70,No,"250,000",0.7
1-1-70-1,1,1,0.507576,0.492424,11.621404,11.585132,1,0,15,70,No,"250,000",0.7
2-1-70-1,2,1,0.640316,0.359684,12.607592,11.402168,1,0,15,70,No,"250,000",0.7
3-1-70-1,3,1,0.758084,0.241916,13.479028,11.132296,1,0,15,70,No,"250,000",0.7
4-1-70-1,4,1,0.85186,0.14814,14.157276,10.704312,1,0,15,70,No,"250,000",0.7
5-1-70-1,5,1,0.916984,0.083016,14.613984,10.098264,1,0,15,70,No,"250,000",0.7
6-1-70-1,6,1,0.958256,0.041744,14.856232,9.308532,1,0,15,70,No,"250,000",0.7
7-1-70-1,7,1,0.981204,0.018796,14.958992,8.393108,1,0,15,70,No,"250,000",0.7
8-1-70-1,8,1,0.992644,0.007356,15.002528,7.43746,1,1,15,70,No,"250,000",0.7
9-1-70-1,9,1,0.997696,0.002304,15.002228,6.432904,1,1,15,70,No,"250,000",0.7
10-1-70-1,10,1,0.999408,0.000592,15.00076,5.430648,1,1,15,70,No,"250,000",0.7
11-1-70-1,11,1,0.999892,0.000108,15.000204,4.423688,1,1,15,70,No,"250,000",0.7
12-1-70-1,12,1,0.999,0.001,0,0,1,1,15,70,No,"250,000",0.7
13-1-70-1,13,1,0.999,0.001,0,0,1,1,15,70,No,"250,000",0.7
14-1-70-1,14,1,0.999,0.001,0,0,1,1,15,70,No,"250,000",0.7
0-2-70-1,0,2,0.25126,0.74874,10.403144,12.713084,1,0,15,70,No,"250,000",0.7
1-2-70-1,1,2,0.370476,0.629524,11.421432,12.57812,1,0,15,70,No,"250,000",0.7
2-2-70-1,2,2,0.506796,0.493204,12.432312,12.384172,1,0,15,70,No,"250,000",0.7
3-2-70-1,3,2,0.640776,0.359224,13.321384,12.114568,1,0,15,70,No,"250,000",0.7
4-2-70-1,4,2,0.763568,0.236432,14.056428,11.683872,1,0,15,70,No,"250,000",0.7
5-2-70-1,5,2,0.856512,0.143488,14.550316,11.082632,1,0,15,70,No,"250,000",0.7
6-2-70-1,6,2,0.922692,0.077308,14.833456,10.308664,1,0,15,70,No,"250,000",0.7
7-2-70-1,7,2,0.963608,0.036392,14.957896,9.405392,1,0,15,70,No,"250,000",0.7
8-2-70-1,8,2,0.984784,0.015216,15.008012,8.436324,1,1,15,70,No,"250,000",0.7
9-2-70-1,9,2,0.994556,0.005444,15.005612,7.438372,1,1,15,70,No,"250,000",0.7
10-2-70-1,10,2,0.998564,0.001436,15.0021,6.430812,1,1,15,70,No,"250,000",0.7
11-2-70-1,11,2,0.99968,0.00032,15.000612,5.430276,1,1,15,70,No,"250,000",0.7
12-2-70-1,12,2,0.999944,5.60E-05,15.0001,4.423528,1,1,15,70,No,"250,000",0.7
13-2-70-1,13,2,0.999,0.001,0,0,1,1,15,70,No,"250,000",0.7
14-2-70-1,14,2,0.999,0.001,0,0,1,1,15,70,No,"250,000",0.7
0-3-70-1,0,3,0.158008,0.841992,10.152,13.5548,1,0,15,70,No,"250,000",0.7
1-3-70-1,1,3,0.24836,0.75164,11.144132,13.463812,1,0,15,70,No,"250,000",0.7
2-3-70-1,2,3,0.3687,0.6313,12.141324,13.296672,1,0,15,70,No,"250,000",0.7
3-3-70-1,3,3,0.505704,0.494296,13.073292,13.036064,1,0,15,70,No,"250,000",0.7
4-3-70-1,4,3,0.647368,0.352632,13.869356,12.624776,1,0,15,70,No,"250,000",0.7
5-3-70-1,5,3,0.770688,0.229312,14.442728,12.057544,1,0,15,70,No,"250,000",0.7
6-3-70-1,6,3,0.865932,0.134068,14.790604,11.309088,1,0,15,70,No,"250,000",0.7
7-3-70-1,7,3,0.930032,0.069968,14.947796,10.424048,1,0,15,70,No,"250,000",0.7
8-3-70-1,8,3,0.969688,0.030312,15.015452,9.452288,1,1,15,70,No,"250,000",0.7
9-3-70-1,9,3,0.988496,0.011504,15.01194,8.441228,1,1,15,70,No,"250,000",0.7
10-3-70-1,10,3,0.99638,0.00362,15.004836,7.434828,1,1,15,70,No,"250,000",0.7
11-3-70-1,11,3,0.999132,0.000868,15.00168,6.430724,1,1,15,70,No,"250,000",0.7
12-3-70-1,12,3,0.999872,0.000128,15.000276,5.427788,1,1,15,70,No,"250,000",0.7
13-3-70-1,13,3,0.999964,3.60E-05,15.00002,4.430216,1,1,15,70,No,"250,000",0.7
14-3-70-1,14,3,0.999,0.001,0,0,1,1,15,70,No,"250,000",0.7
0-4-70-1,0,4,0.08928,0.91072,9.715908,14.214376,1,0,15,70,No,"250,000",0.7
1-4-70-1,1,4,0.152828,0.847172,10.713996,14.147792,1,0,15,70,No,"250,000",0.7
2-4-70-1,2,4,0.244592,0.755408,11.707636,14.027796,1,0,15,70,No,"250,000",0.7
3-4-70-1,3,4,0.364492,0.635508,12.671816,13.82864,1,0,15,70,No,"250,000",0.7
4-4-70-1,4,4,0.50644,0.49356,13.530296,13.489924,1,0,15,70,No,"250,000",0.7
5-4-70-1,5,4,0.653644,0.346356,14.229788,12.977124,1,0,15,70,No,"250,000",0.7
6-4-70-1,6,4,0.783136,0.216864,14.696392,12.277572,1,0,15,70,No,"250,000",0.7
7-4-70-1,7,4,0.8788,0.1212,14.928148,11.427604,1,0,15,70,No,"250,000",0.7
8-4-70-1,8,4,0.939588,0.060412,15.022444,10.491944,1,1,15,70,No,"250,000",0.7
9-4-70-1,9,4,0.975692,0.024308,15.02136,9.457668,1,1,15,70,No,"250,000",0.7
10-4-70-1,10,4,0.991876,0.008124,15.011096,8.44216,1,1,15,70,No,"250,000",0.7
11-4-70-1,11,4,0.998012,0.001988,15.003952,7.42836,1,1,15,70,No,"250,000",0.7
12-4-70-1,12,4,0.999604,0.000396,15.00076,6.428536,1,1,15,70,No,"250,000",0.7
13-4-70-1,13,4,0.99996,4.00E-05,15.000136,5.426124,1,1,15,70,No,"250,000",0.7
14-4-70-1,14,4,0.999996,4.00E-06,15.000008,4.427592,1,1,15,70,No,"250,000",0.7
0-5-70-1,0,5,0.047696,0.952304,9.113044,14.637696,1,0,15,70,No,"250,000",0.7
1-5-70-1,1,5,0.08442,0.91558,10.096964,14.608052,1,0,15,70,No,"250,000",0.7
2-5-70-1,2,5,0.145108,0.854892,11.092012,14.54528,1,0,15,70,No,"250,000",0.7
3-5-70-1,3,5,0.235552,0.764448,12.070892,14.420628,1,0,15,70,No,"250,000",0.7
4-5-70-1,4,5,0.357628,0.642372,13.014616,14.196808,1,0,15,70,No,"250,000",0.7
5-5-70-1,5,5,0.511388,0.488612,13.861364,13.791644,1,0,15,70,No,"250,000",0.7
6-5-70-1,6,5,0.663876,0.336124,14.489396,13.203292,1,0,15,70,No,"250,000",0.7
7-5-70-1,7,5,0.796136,0.203864,14.859504,12.421948,1,0,15,70,No,"250,000",0.7
8-5-70-1,8,5,0.890768,0.109232,15.016116,11.501772,1,1,15,70,No,"250,000",0.7
9-5-70-1,9,5,0.950648,0.049352,15.034864,10.484248,1,1,15,70,No,"250,000",0.7
10-5-70-1,10,5,0.98218,0.01782,15.022444,9.462776,1,1,15,70,No,"250,000",0.7
11-5-70-1,11,5,0.994924,0.005076,15.008816,8.444544,1,1,15,70,No,"250,000",0.7
12-5-70-1,12,5,0.998952,0.001048,15.001924,7.438176,1,1,15,70,No,"250,000",0.7
13-5-70-1,13,5,0.99988,0.00012,15.000324,6.427044,1,1,15,70,No,"250,000",0.7
14-5-70-1,14,5,0.999996,4.00E-06,15.000048,5.43064,1,1,15,70,No,"250,000",0.7
0-6-70-1,0,6,0.022112,0.977888,8.30582,14.864352,1,0,15,70,No,"250,000",0.7
1-6-70-1,1,6,0.0421,0.9579,9.312868,14.85498,1,0,15,70,No,"250,000",0.7
2-6-70-1,2,6,0.07886,0.92114,10.310724,14.826392,1,0,15,70,No,"250,000",0.7
3-6-70-1,3,6,0.135568,0.864432,11.3132,14.78208,1,0,15,70,No,"250,000",0.7
4-6-70-1,4,6,0.225112,0.774888,12.306828,14.672812,1,0,15,70,No,"250,000",0.7
5-6-70-1,5,6,0.34786,0.65214,13.241504,14.455072,1,0,15,70,No,"250,000",0.7
6-6-70-1,6,6,0.51244,0.48756,14.092132,14.008084,1,0,15,70,No,"250,000",0.7
7-6-70-1,7,6,0.679436,0.320564,14.679128,13.33586,1,0,15,70,No,"250,000",0.7
8-6-70-1,8,6,0.81238,0.18762,14.976688,12.513396,1,1,15,70,No,"250,000",0.7
9-6-70-1,9,6,0.904888,0.095112,15.048176,11.531792,1,1,15,70,No,"250,000",0.7
10-6-70-1,10,6,0.9607,0.0393,15.040424,10.494848,1,1,15,70,No,"250,000",0.7
11-6-70-1,11,6,0.988116,0.011884,15.018684,9.45472,1,1,15,70,No,"250,000",0.7
12-6-70-1,12,6,0.996984,0.003016,15.005744,8.43642,1,1,15,70,No,"250,000",0.7
13-6-70-1,13,6,0.999556,0.000444,15.000728,7.425508,1,1,15,70,No,"250,000",0.7
14-6-70-1,14,6,0.999936,6.40E-05,15.000072,6.42764,1,1,15,70,No,"250,000",0.7
0-7-70-1,0,7,0.008904,0.991096,7.395584,14.962512,1,0,15,70,No,"250,000",0.7
1-7-70-1,1,7,0.01864,0.98136,8.398108,14.959652,1,0,15,70,No,"250,000",0.7
2-7-70-1,2,7,0.037192,0.962808,9.410588,14.956544,1,0,15,70,No,"250,000",0.7
3-7-70-1,3,7,0.06934,0.93066,10.422976,14.946936,1,0,15,70,No,"250,000",0.7
4-7-70-1,4,7,0.122104,0.877896,11.436128,14.925876,1,0,15,70,No,"250,000",0.7
5-7-70-1,5,7,0.207044,0.792956,12.425128,14.846652,1,0,15,70,No,"250,000",0.7
6-7-70-1,6,7,0.334012,0.665988,13.384568,14.641648,1,0,15,70,No,"250,000",0.7
7-7-70-1,7,7,0.519892,0.480108,14.2798,14.151776,1,0,15,70,No,"250,000",0.7
8-7-70-1,8,7,0.698616,0.301384,14.84042,13.434684,1,1,15,70,No,"250,000",0.7
9-7-70-1,9,7,0.828336,0.171664,15.031896,12.55824,1,1,15,70,No,"250,000",0.7
10-7-70-1,10,7,0.920356,0.079644,15.066124,11.534592,1,1,15,70,No,"250,000",0.7
11-7-70-1,11,7,0.971708,0.028292,15.038776,10.482904,1,1,15,70,No,"250,000",0.7
12-7-70-1,12,7,0.992464,0.007536,15.013592,9.44586,1,1,15,70,No,"250,000",0.7
13-7-70-1,13,7,0.998752,0.001248,15.002412,8.434016,1,1,15,70,No,"250,000",0.7
14-7-70-1,14,7,0.999912,8.80E-05,15.000264,7.429584,1,1,15,70,No,"250,000",0.7
0-8-70-1,0,8,0.00564,0.99436,6.996172,14.999924,1,1,15,70,No,"250,000",0.7
1-8-70-1,1,8,0.012024,0.987976,8.0092,15.00376,1,1,15,70,No,"250,000",0.7
2-8-70-1,2,8,0.023952,0.976048,9.01794,15.010844,1,1,15,70,No,"250,000",0.7
3-8-70-1,3,8,0.046744,0.953256,10.03924,15.01778,1,1,15,70,No,"250,000",0.7
4-8-70-1,4,8,0.087712,0.912288,11.069184,15.017964,1,1,15,70,No,"250,000",0.7
5-8-70-1,5,8,0.15418,0.84582,12.080176,14.991696,1,1,15,70,No,"250,000",0.7
6-8-70-1,6,8,0.253568,0.746432,13.038704,14.89594,1,1,15,70,No,"250,000",0.7
7-8-70-1,7,8,0.388676,0.611324,13.894756,14.665732,1,1,15,70,No,"250,000",0.7
8-8-70-1,8,8,0.550548,0.449452,14.54458,14.21968,1,1,15,70,No,"250,000",0.7
9-8-70-1,9,8,0.710892,0.289108,14.930396,13.52178,1,1,15,70,No,"250,000",0.7
10-8-70-1,10,8,0.847028,0.152972,15.079816,12.591692,1,1,15,70,No,"250,000",0.7
11-8-70-1,11,8,0.936744,0.063256,15.073392,11.53872,1,1,15,70,No,"250,000",0.7
12-8-70-1,12,8,0.981504,0.018496,15.03284,10.474152,1,1,15,70,No,"250,000",0.7
13-8-70-1,13,8,0.996472,0.003528,15.008004,9.437044,1,1,15,70,No,"250,000",0.7
14-8-70-1,14,8,0.999656,0.000344,15.000808,8.429392,1,1,15,70,No,"250,000",0.7
0-9-70-1,0,9,0.001764,0.998236,5.999716,15.001608,1,1,15,70,No,"250,000",0.7
1-9-70-1,1,9,0.004108,0.995892,7.007596,15.003312,1,1,15,70,No,"250,000",0.7
2-9-70-1,2,9,0.008504,0.991496,8.008936,15.008684,1,1,15,70,No,"250,000",0.7
3-9-70-1,3,9,0.018904,0.981096,9.022948,15.017336,1,1,15,70,No,"250,000",0.7
4-9-70-1,4,9,0.038172,0.961828,10.04452,15.030548,1,1,15,70,No,"250,000",0.7
5-9-70-1,5,9,0.075768,0.924232,11.081964,15.040872,1,1,15,70,No,"250,000",0.7
6-9-70-1,6,9,0.139312,0.860688,12.1185,15.035904,1,1,15,70,No,"250,000",0.7
7-9-70-1,7,9,0.238948,0.761052,13.113392,14.975756,1,1,15,70,No,"250,000",0.7
8-9-70-1,8,9,0.379748,0.620252,13.992584,14.77174,1,1,15,70,No,"250,000",0.7
9-9-70-1,9,9,0.551924,0.448076,14.6524,14.336604,1,1,15,70,No,"250,000",0.7
10-9-70-1,10,9,0.727404,0.272596,15.024836,13.609076,1,1,15,70,No,"250,000",0.7
11-9-70-1,11,9,0.868816,0.131184,15.117256,12.622,1,1,15,70,No,"250,000",0.7
12-9-70-1,12,9,0.955012,0.044988,15.072492,11.528056,1,1,15,70,No,"250,000",0.7
13-9-70-1,13,9,0.990504,0.009496,15.022344,10.455876,1,1,15,70,No,"250,000",0.7
14-9-70-1,14,9,0.99902,0.00098,15.002608,9.431448,1,1,15,70,No,"250,000",0.7
0-10-70-1,0,10,0.000472,0.999528,5.004448,15.000568,1,1,15,70,No,"250,000",0.7
1-10-70-1,1,10,0.001108,0.998892,6.002464,15.001336,1,1,15,70,No,"250,000",0.7
2-10-70-1,2,10,0.00266,0.99734,7.002852,15.003752,1,1,15,70,No,"250,000",0.7
3-10-70-1,3,10,0.005968,0.994032,8.013212,15.008124,1,1,15,70,No,"250,000",0.7
4-10-70-1,4,10,0.013852,0.986148,9.0284,15.017712,1,1,15,70,No,"250,000",0.7
5-10-70-1,5,10,0.02982,0.97018,10.053392,15.033572,1,1,15,70,No,"250,000",0.7
6-10-70-1,6,10,0.062804,0.937196,11.091956,15.054752,1,1,15,70,No,"250,000",0.7
7-10-70-1,7,10,0.12194,0.87806,12.14558,15.071364,1,1,15,70,No,"250,000",0.7
8-10-70-1,8,10,0.220748,0.779252,13.171452,15.048896,1,1,15,70,No,"250,000",0.7
9-10-70-1,9,10,0.368748,0.631252,14.101896,14.89658,1,1,15,70,No,"250,000",0.7
10-10-70-1,10,10,0.556708,0.443292,14.798104,14.478068,1,1,15,70,No,"250,000",0.7
11-10-70-1,11,10,0.748936,0.251064,15.126784,13.698424,1,1,15,70,No,"250,000",0.7
12-10-70-1,12,10,0.895332,0.104668,15.146808,12.63434,1,1,15,70,No,"250,000",0.7
13-10-70-1,13,10,0.972384,0.027616,15.05974,11.505732,1,1,15,70,No,"250,000",0.7
14-10-70-1,14,10,0.996392,0.003608,15.009492,10.443048,1,1,15,70,No,"250,000",0.7
0-11-70-1,0,11,0.001,0.999,0,0,1,1,15,70,No,"250,000",0.7
1-11-70-1,1,11,2.00E-04,0.9998,4.99652,15.000408,1,1,15,70,No,"250,000",0.7
2-11-70-1,2,11,0.000576,0.999424,5.99492,15.00102,1,1,15,70,No,"250,000",0.7
3-11-70-1,3,11,0.0015,0.9985,7.00112,15.002892,1,1,15,70,No,"250,000",0.7
4-11-70-1,4,11,0.00396,0.99604,8.007848,15.006504,1,1,15,70,No,"250,000",0.7
5-11-70-1,5,11,0.009148,0.990852,9.022552,15.01502,1,1,15,70,No,"250,000",0.7
6-11-70-1,6,11,0.021696,0.978304,10.044196,15.031356,1,1,15,70,No,"250,000",0.7
7-11-70-1,7,11,0.047928,0.952072,11.089564,15.059292,1,1,15,70,No,"250,000",0.7
8-11-70-1,8,11,0.101896,0.898104,12.154708,15.098164,1,1,15,70,No,"250,000",0.7
9-11-70-1,9,11,0.201208,0.798792,13.24174,15.12202,1,1,15,70,No,"250,000",0.7
10-11-70-1,10,11,0.357428,0.642572,14.23988,15.033272,1,1,15,70,No,"250,000",0.7
11-11-70-1,11,11,0.56398,0.43602,14.971216,14.647684,1,1,15,70,No,"250,000",0.7
12-11-70-1,12,11,0.775864,0.224136,15.232932,13.792444,1,1,15,70,No,"250,000",0.7
13-11-70-1,13,11,0.926052,0.073948,15.144868,12.6171,1,1,15,70,No,"250,000",0.7
14-11-70-1,14,11,0.989036,0.010964,15.029644,11.46286,1,1,15,70,No,"250,000",0.7
0-12-70-1,0,12,0.001,0.999,0,0,1,1,15,70,No,"250,000",0.7
1-12-70-1,1,12,0.001,0.999,0,0,1,1,15,70,No,"250,000",0.7
2-12-70-1,2,12,0.000112,0.999888,5.00746,15.000208,1,1,15,70,No,"250,000",0.7
3-12-70-1,3,12,0.000248,0.999752,5.997476,15.0006,1,1,15,70,No,"250,000",0.7
4-12-70-1,4,12,0.000592,0.999408,6.999308,15.001392,1,1,15,70,No,"250,000",0.7
5-12-70-1,5,12,0.001964,0.998036,8.005496,15.003968,1,1,15,70,No,"250,000",0.7
6-12-70-1,6,12,0.005232,0.994768,9.012112,15.010128,1,1,15,70,No,"250,000",0.7
7-12-70-1,7,12,0.013444,0.986556,10.030508,15.024876,1,1,15,70,No,"250,000",0.7
8-12-70-1,8,12,0.03356,0.96644,11.0761,15.0563,1,1,15,70,No,"250,000",0.7
9-12-70-1,9,12,0.079068,0.920932,12.160188,15.114308,1,1,15,70,No,"250,000",0.7
10-12-70-1,10,12,0.173048,0.826952,13.294848,15.192628,1,1,15,70,No,"250,000",0.7
11-12-70-1,11,12,0.340136,0.659864,14.406504,15.208432,1,1,15,70,No,"250,000",0.7
12-12-70-1,12,12,0.574404,0.425596,15.196008,14.864836,1,1,15,70,No,"250,000",0.7
13-12-70-1,13,12,0.815412,0.184588,15.321904,13.856116,1,1,15,70,No,"250,000",0.7
14-12-70-1,14,12,0.962968,0.037032,15.101016,12.551988,1,1,15,70,No,"250,000",0.7
0-13-70-1,0,13,0.001,0.999,0,0,1,1,15,70,No,"250,000",0.7
1-13-70-1,1,13,0.001,0.999,0,0,1,1,15,70,No,"250,000",0.7
2-13-70-1,2,13,0.001,0.999,0,0,1,1,15,70,No,"250,000",0.7
3-13-70-1,3,13,2.00E-05,0.99998,4.997856,15.00008,1,1,15,70,No,"250,000",0.7
4-13-70-1,4,13,7.20E-05,0.999928,5.99628,15.000228,1,1,15,70,No,"250,000",0.7
5-13-70-1,5,13,0.000316,0.999684,6.996224,15.000748,1,1,15,70,No,"250,000",0.7
6-13-70-1,6,13,0.000768,0.999232,8.006272,15.001936,1,1,15,70,No,"250,000",0.7
7-13-70-1,7,13,0.002388,0.997612,9.002988,15.006132,1,1,15,70,No,"250,000",0.7
8-13-70-1,8,13,0.007012,0.992988,10.015732,15.015872,1,1,15,70,No,"250,000",0.7
9-13-70-1,9,13,0.019872,0.980128,11.053244,15.042224,1,1,15,70,No,"250,000",0.7
10-13-70-1,10,13,0.053892,0.946108,12.137788,15.107892,1,1,15,70,No,"250,000",0.7
11-13-70-1,11,13,0.136296,0.863704,13.326184,15.246924,1,1,15,70,No,"250,000",0.7
12-13-70-1,12,13,0.314704,0.685296,14.61866,15.442028,1,1,15,70,No,"250,000",0.7
13-13-70-1,13,13,0.58754,0.41246,15.535176,15.195108,1,1,15,70,No,"250,000",0.7
14-13-70-1,14,13,0.877216,0.122784,15.333656,13.834068,1,1,15,70,No,"250,000",0.7
0-14-70-1,0,14,0.001,0.999,0,0,1,1,15,70,No,"250,000",0.7
1-14-70-1,1,14,0.001,0.999,0,0,1,1,15,70,No,"250,000",0.7
2-14-70-1,2,14,0.001,0.999,0,0,1,1,15,70,No,"250,000",0.7
3-14-70-1,3,14,0.001,0.999,0,0,1,1,15,70,No,"250,000",0.7
4-14-70-1,4,14,8.00E-06,0.999992,4.999396,15.000032,1,1,15,70,No,"250,000",0.7
5-14-70-1,5,14,8.00E-06,0.999992,6.000244,15.00006,1,1,15,70,No,"250,000",0.7
6-14-70-1,6,14,4.80E-05,0.999952,6.9987,15.000192,1,1,15,70,No,"250,000",0.7
7-14-70-1,7,14,0.000232,0.999768,7.998228,15.000524,1,1,15,70,No,"250,000",0.7
8-14-70-1,8,14,0.00076,0.99924,9.005112,15.002056,1,1,15,70,No,"250,000",0.7
9-14-70-1,9,14,0.002332,0.997668,10.008728,15.006184,1,1,15,70,No,"250,000",0.7
10-14-70-1,10,14,0.007068,0.992932,11.022004,15.021168,1,1,15,70,No,"250,000",0.7
11-14-70-1,11,14,0.024728,0.975272,12.081116,15.070564,1,1,15,70,No,"250,000",0.7
12-14-70-1,12,14,0.085416,0.914584,13.280344,15.232512,1,1,15,70,No,"250,000",0.7
13-14-70-1,13,14,0.285416,0.714584,14.947752,15.78358,1,1,15,70,No,"250,000",0.7
14-14-70-1,14,14,0.592852,0.407148,16.114196,15.773228,1,1,15,70,No,"250,000",0.7
14-15-70-1,14,15,0.268812,0.731188,15.522488,16.36898,1,1,15,70,No,"250,000",0.7
15-14-70-1,15,14,0.884404,0.115596,16.15798,14.653516,1,1,15,70,No,"250,000",0.7
15-15-70-1,15,15,0.616412,0.383588,16.526092,16.173472,1,1,15,70,No,"250,000",0.7
0-1-70-0,0,1,0.436776,0.563224,10.90178,11.426144,0,0,15,70,No,"250,000",0.7
1-1-70-0,1,1,0.569896,0.430104,11.919192,11.289944,0,0,15,70,No,"250,000",0.7
2-1-70-0,2,1,0.699516,0.300484,12.886516,11.073388,0,0,15,70,No,"250,000",0.7
3-1-70-0,3,1,0.808212,0.191788,13.708488,10.752156,0,0,15,70,No,"250,000",0.7
4-1-70-0,4,1,0.888168,0.111832,14.319352,10.27814,0,0,15,70,No,"250,000",0.7
5-1-70-0,5,1,0.940696,0.059304,14.704668,9.604136,0,0,15,70,No,"250,000",0.7
6-1-70-0,6,1,0.97124,0.02876,14.896296,8.780468,0,0,15,70,No,"250,000",0.7
7-1-70-0,7,1,0.987776,0.012224,14.973376,7.839324,0,0,15,70,No,"250,000",0.7
0-2-70-0,0,2,0.309204,0.690796,10.738308,12.427152,0,0,15,70,No,"250,000",0.7
1-2-70-0,1,2,0.436796,0.563204,11.749804,12.281164,0,0,15,70,No,"250,000",0.7
2-2-70-0,2,2,0.572184,0.427816,12.715964,12.082028,0,0,15,70,No,"250,000",0.7
3-2-70-0,3,2,0.704468,0.295532,13.578744,11.755732,0,0,15,70,No,"250,000",0.7
4-2-70-0,4,2,0.814696,0.185304,14.240272,11.265568,0,0,15,70,No,"250,000",0.7
5-2-70-0,5,2,0.894748,0.105252,14.661988,10.610656,0,0,15,70,No,"250,000",0.7
6-2-70-0,6,2,0.945356,0.054644,14.881224,9.776952,0,0,15,70,No,"250,000",0.7
7-2-70-0,7,2,0.975744,0.024256,14.972576,8.846512,0,0,15,70,No,"250,000",0.7
0-3-70-0,0,3,0.20052,0.79948,10.49626,13.319492,0,0,15,70,No,"250,000",0.7
1-3-70-0,1,3,0.305772,0.694228,11.506452,13.213244,0,0,15,70,No,"250,000",0.7
2-3-70-0,2,3,0.435408,0.564592,12.48078,13.020648,0,0,15,70,No,"250,000",0.7
3-3-70-0,3,3,0.575704,0.424296,13.366304,12.710584,0,0,15,70,No,"250,000",0.7
4-3-70-0,4,3,0.711508,0.288492,14.084908,12.24458,0,0,15,70,No,"250,000",0.7
5-3-70-0,5,3,0.8234,0.1766,14.58194,11.58838,0,0,15,70,No,"250,000",0.7
6-3-70-0,6,3,0.90344,0.09656,14.855772,10.778684,0,0,15,70,No,"250,000",0.7
7-3-70-0,7,3,0.952092,0.047908,14.969624,9.860768,0,0,15,70,No,"250,000",0.7
0-4-70-0,0,4,0.118472,0.881528,10.121408,14.045216,0,0,15,70,No,"250,000",0.7
1-4-70-0,1,4,0.19584,0.80416,11.117296,13.962812,0,0,15,70,No,"250,000",0.7
2-4-70-0,2,4,0.301708,0.698292,12.09744,13.819588,0,0,15,70,No,"250,000",0.7
3-4-70-0,3,4,0.432048,0.567952,13.018408,13.574188,0,0,15,70,No,"250,000",0.7
4-4-70-0,4,4,0.578756,0.421244,13.82004,13.16106,0,0,15,70,No,"250,000",0.7
5-4-70-0,5,4,0.719276,0.280724,14.42668,12.56104,0,0,15,70,No,"250,000",0.7
6-4-70-0,6,4,0.834068,0.165932,14.792976,11.784032,0,0,15,70,No,"250,000",0.7
7-4-70-0,7,4,0.91288,0.08712,14.962372,10.875104,0,0,15,70,No,"250,000",0.7
0-5-70-0,0,5,0.066132,0.933868,9.586864,14.534508,0,0,15,70,No,"250,000",0.7
1-5-70-0,1,5,0.114428,0.885572,10.569744,14.491528,0,0,15,70,No,"250,000",0.7
2-5-70-0,2,5,0.192332,0.807668,11.558956,14.397884,0,0,15,70,No,"250,000",0.7
3-5-70-0,3,5,0.29488,0.70512,12.509612,14.250656,0,0,15,70,No,"250,000",0.7
4-5-70-0,4,5,0.428508,0.571492,13.385904,13.959364,0,0,15,70,No,"250,000",0.7
5-5-70-0,5,5,0.5842,0.4158,14.137884,13.46552,0,0,15,70,No,"250,000",0.7
6-5-70-0,6,5,0.731952,0.268048,14.65566,12.75734,0,0,15,70,No,"250,000",0.7
7-5-70-0,7,5,0.848684,0.151316,14.923128,11.876344,0,0,15,70,No,"250,000",0.7
0-6-70-0,0,6,0.03204,0.96796,8.830788,14.815848,0,0,15,70,No,"250,000",0.7
1-6-70-0,1,6,0.061816,0.938184,9.844016,14.795076,0,0,15,70,No,"250,000",0.7
2-6-70-0,2,6,0.10712,0.89288,10.8193,14.762336,0,0,15,70,No,"250,000",0.7
3-6-70-0,3,6,0.182948,0.817052,11.835688,14.688728,0,0,15,70,No,"250,000",0.7
4-6-70-0,4,6,0.285108,0.714892,12.762248,14.535836,0,0,15,70,No,"250,000",0.7
5-6-70-0,5,6,0.422852,0.577148,13.63404,14.227748,0,0,15,70,No,"250,000",0.7
6-6-70-0,6,6,0.590508,0.409492,14.352616,13.66406,0,0,15,70,No,"250,000",0.7
7-6-70-0,7,6,0.750336,0.249664,14.816108,12.864956,0,0,15,70,No,"250,000",0.7
0-7-70-0,0,7,0.014532,0.985468,7.94468,14.94358,0,0,15,70,No,"250,000",0.7
1-7-70-0,1,7,0.02864,0.97136,8.962208,14.93974,0,0,15,70,No,"250,000",0.7
2-7-70-0,2,7,0.05498,0.94502,9.974728,14.931628,0,0,15,70,No,"250,000",0.7
3-7-70-0,3,7,0.09896,0.90104,10.970784,14.912024,0,0,15,70,No,"250,000",0.7
4-7-70-0,4,7,0.16824,0.83176,11.974384,14.866048,0,0,15,70,No,"250,000",0.7
5-7-70-0,5,7,0.270532,0.729468,12.925784,14.738136,0,0,15,70,No,"250,000",0.7
6-7-70-0,6,7,0.412532,0.587468,13.793924,14.436588,0,0,15,70,No,"250,000",0.7
7-7-70-0,7,7,0.60484,0.39516,14.532548,13.781676,0,0,15,70,No,"250,000",0.7
0-0-65-1,0,0,0.511676,0.488324,10.142936,10.097944,1,0,20,65,No,"250,000",0.7
8-0-65-1,8,0,0.996552,0.003448,14.996176,6.422716,1,1,20,65,No,"250,000",0.7
9-0-65-1,9,0,0.999092,0.000908,14.99992,5.431736,1,1,20,65,No,"250,000",0.7
10-0-65-1,10,0,0.999748,0.000252,15.000056,4.43386,1,1,20,65,No,"250,000",0.7
11-0-65-1,11,0,0.999,0.001,0,0,1,1,20,65,No,"250,000",0.7
